token,average_attr
wind,0.02661185372
kritische,0.02657565102
binn,0.02656954154
ilj,0.02655873207
promoveerde,0.02655411512
werkt,0.02654778255
mode,0.02648729458
banden,0.02647665143
rolstoel,0.02647106163
seconde,0.02645360865
walloniã«,0.02644460648
gehad,0.02643343611
eindigen,0.02639604732
arbeiders,0.02637266368
activ,0.02636180876
bur,0.02635058326
vers,0.02634533688
incidenten,0.0262926314
xe,0.02619802672
ertjes,0.02617815649
chili,0.02614920959
gewen,0.02608055621
commentaar,0.02607618005
ontvangst,0.02606617101
opzichten,0.02598748729
our,0.02595998577
koos,0.02593167312
ijk,0.02587784314
illetje,0.02586224489
su,0.02573255069
f,0.02572047179
spits,0.02571556438
wegens,0.02567272855
tik,0.0256695319
ts,0.0256128226
stell,0.02556790163
aag,0.02556527313
fraude,0.02555766244
almelo,0.02555089723
ooster,0.02552665025
internetverbinding,0.02551043592
proces,0.02549375966
dieptepunt,0.02546358295
lekken,0.02541110106
riep,0.02536792494
uitbreken,0.02531316504
ageren,0.02528721467
ap,0.0251984595
eeuwse,0.02516191639
duur,0.02510783883
probeert,0.02508602509
nc,0.02503754687
bevrijd,0.02502828464
stemming,0.02497225255
zwitserse,0.02492864057
constructie,0.02488543838
tocht,0.0248718271
cond,0.0247709776
????,0.02475141175
achterst,0.02471184917
fris,0.0246891696
spee,0.0246539861
verantwoorden,0.02462893911
ah,0.02462773111
allo,0.02460165881
klachten,0.02445757575
lijkse,0.02442958392
conditie,0.02442181669
well,0.02435944671
ines,0.02428833861
ique,0.02424087981
bizar,0.0242405422
imes,0.02421978861
communicatie,0.02421393548
scheidsrechter,0.02419299368
werper,0.0241758246
uist,0.02416648137
fred,0.02414694056
subsidie,0.02407891303
longen,0.02406366542
ant,0.02404981057
breken,0.02399926074
inderdaad,0.0239861259
ziet,0.02398310408
ansing,0.02393253241
elt,0.02390437293
opzoeken,0.02381950617
ukken,0.02380094677
nadat,0.02378029859
ollow,0.023766011
bezorg,0.02374399453
-,0.02371487953
zenuwen,0.02370102517
basket,0.02369120158
kmaar,0.02364128828
uitzien,0.0236265026
ruis,0.02362401597
tent,0.02359359715
achtertuin,0.02359111793
oranje,0.02355875944
nederlaag,0.02355695143
vader,0.02346334447
dosis,0.02343732305
toon,0.02338671405
modus,0.02327501401
96,0.02320060134
uwelijk,0.02316333835
ura,0.0231621135
sy,0.02315003869
oop,0.02314898319
ingen,0.02314417302
buis,0.023123594
toren,0.02308870464
rass,0.02303496189
zeist,0.0230286438
verantwoordelijkheid,0.02298877016
gevangen,0.02296523377
opmerkingen,0.02292701043
buurvrouw,0.0229082536
stom,0.02288775193
badkamer,0.02288313024
kw,0.02279768063
vaar,0.02276882902
verbranding,0.02275521681
ras,0.02274381963
voetbal,0.02273963917
ingers,0.02273262339
aangekleed,0.02272201702
aams,0.02270967327
kappen,0.02264743648
tijdschrift,0.02263105102
alternatief,0.022614602
groeiende,0.02260721102
ziggo,0.02257935144
normale,0.02253070674
stappenplan,0.02252954431
gelijke,0.02251941524
winnen,0.02248389744
izigers,0.02245917358
afgezet,0.02244027518
pasen,0.02243393287
kinderopvang,0.02240495407
nachtrust,0.02238680422
wou,0.02236891126
wijzer,0.02235561796
jor,0.02235067217
ligt,0.02234314069
eenzaam,0.02227724716
gingen,0.02226337022
elingen,0.02224190999
onen,0.02222443465
helmond,0.02219339274
geert,0.0221631332
cken,0.02206779644
prachtige,0.02195025752
interactie,0.02189385518
anch,0.0218537394
weigert,0.02182379551
harden,0.02181440778
aankoop,0.02181212977
gruwelijk,0.02179352194
verkl,0.02163338359
toerental,0.02163029648
oog,0.0215874893
idealen,0.02157295495
iban,0.0215622019
parkeren,0.02153852396
betaald,0.02146506726
gezin,0.02141223552
return,0.02141162381
fax,0.02137078904
heijn,0.02136498949
betalen,0.02135666688
diã«tist,0.02135510929
namen,0.02135299519
ze,0.02134680929
uift,0.02130997181
urken,0.02128672414
zakelijk,0.02127351612
verzekeraars,0.02121897091
kabinet,0.02116892459
ont,0.02116702633
geraken,0.02113504522
iã«,0.02112562303
traan,0.02111425623
mut,0.02098217607
ide,0.02092674095
anke,0.02078000829
shock,0.02077945694
hoofdpijn,0.02072167629
verhuur,0.0207112208
vlucht,0.02069465606
regen,0.02068463215
kopje,0.02063734271
ren,0.02063349904
malig,0.02062305249
versterken,0.02060820721
faillissement,0.02060743049
overheids,0.02058812417
zendt,0.02053425089
geef,0.02050371906
liefhebbers,0.02045830339
staal,0.02042092383
raan,0.02041711286
nek,0.02040794855
psychologische,0.02037156932
draken,0.02034546621
record,0.02028095035
taal,0.02027004911
hippe,0.0201958213
zwee,0.02017129399
brainst,0.02012781426
minstens,0.02011829242
pij,0.02011656947
menno,0.02008979023
bewoner,0.02006425709
koel,0.02000090666
heten,0.01994537376
ensemble,0.01984304376
kle,0.01979764652
kritiek,0.01978443507
rapportages,0.01977591962
cake,0.01977113448
genomen,0.01976638156
land,0.01975021705
steam,0.01972780749
kleur,0.0196691306
hetzelfde,0.01966907398
pakt,0.01965455051
koppen,0.01963214619
doos,0.01958702225
positieve,0.01958031417
horse,0.01947100088
aangehouden,0.01946645416
ijnen,0.0194454207
verleden,0.01943842601
eger,0.0194020737
rank,0.01934053231
ago,0.01933324337
constant,0.01928035542
handleiding,0.01927022636
verkleinen,0.01926459186
verhoging,0.01925028628
mot,0.01923872521
toets,0.01922285984
eu,0.01921793128
steunt,0.01917682216
oenen,0.01906721263
droog,0.0190557139
oday,0.01902456369
bezuinigingen,0.01900529675
fiscus,0.01892241463
specialistische,0.01891646534
pit,0.01888980204
zwijndrecht,0.0187785197
voorzieningen,0.01871339418
ouwd,0.01869977452
drones,0.01867692359
horloge,0.01861193776
geaccepteerd,0.01857770607
dezen,0.01856437698
roel,0.01853931509
snelle,0.01842434021
otje,0.01840858907
scheids,0.01838492028
55,0.01836620418
uurt,0.01835144094
pensioen,0.01833641902
hormonen,0.01831940189
gas,0.01830989514
endaal,0.01829529926
vakantiepark,0.01828108728
jaars,0.01827069695
belasting,0.01825750326
bied,0.01824367605
aanhouding,0.01821922325
verjaardag,0.01819187429
vels,0.01818443276
albert,0.01817890061
cho,0.01817835122
herfst,0.01814396912
bakker,0.01814006704
verwarm,0.01813541539
nãń,0.01812498644
mouw,0.01812192798
keus,0.01811568439
rat,0.01808584668
voorkeurs,0.01798561588
records,0.0179826431
ssa,0.01795236953
duizend,0.01792724442
domeinnamen,0.01790162176
ologie,0.01790161431
fietstocht,0.01789760496
strakke,0.01789570786
1995,0.01784490235
hebben,0.01777620406
krachten,0.01777567714
ylen,0.01776233129
half,0.01773281557
wereldwijd,0.01769670891
toppers,0.0176750198
hangen,0.01764975716
relatie,0.01762182452
mooiste,0.01759713353
oude,0.01754988501
verkiezing,0.01752706803
vertrouw,0.01737696079
zw,0.01737540573
boom,0.01736394083
optreden,0.01726441272
udde,0.01724692993
grondwater,0.01723298617
opper,0.01722173051
agnet,0.0172070004
sych,0.01718534343
focus,0.01715779305
geving,0.01715026982
christ,0.0171167627
orama,0.01703418978
partij,0.01701651274
tassen,0.01698381826
ul,0.01695456301
agenten,0.01692379965
elsea,0.01691456139
gemakkelijk,0.01689772867
degelijk,0.01688933885
speurtocht,0.01686249673
benen,0.01683909062
tegenstelling,0.01680758223
registraties,0.0167598445
count,0.01673735864
orkest,0.01672412269
elenet,0.01670999004
gedrag,0.01669095142
rouw,0.01668563299
pakket,0.01668057404
voorlichting,0.01664195955
waren,0.01657511129
vat,0.01656044337
mogen,0.0165342641
computers,0.01652080566
forse,0.01651865058
luik,0.01648909599
wolken,0.01646971472
omdat,0.01645556816
hamburger,0.01640508883
atic,0.0163648054
leven,0.01636301955
achtergrond,0.01633009352
stoep,0.01632007188
middelbare,0.01631021214
inkomens,0.01630988903
fra,0.01630422131
favoriete,0.01629727893
zelfmoord,0.01627330109
informeren,0.0162566863
poe,0.01625420898
ha,0.01623279577
lukken,0.01621882579
uitstap,0.01621396281
beslag,0.01620816626
600,0.01616238058
slaap,0.01616068713
knop,0.01615784015
hash,0.01614389014
figuren,0.01611931995
quot,0.01608105004
inkende,0.01606342429
planting,0.01602076367
houders,0.01601761521
onbereik,0.01595375407
lek,0.01594825275
asc,0.0159463365
tinten,0.01592883095
jongeren,0.01592162764
aam,0.01584628448
jes,0.01581788909
drog,0.01579610258
verhoogd,0.01574572645
zonne,0.01572832931
steeg,0.01568864472
usa,0.01562889852
oll,0.01561796228
stelling,0.01561012166
ness,0.01560782362
iot,0.01560327504
boekjes,0.01559984311
maatschappij,0.01558878977
durven,0.01558207022
duitser,0.01549393311
omstreden,0.01547776256
geb,0.01545881946
begane,0.01541995443
griekenland,0.01537333212
ometer,0.01536114141
managers,0.01535357162
gst,0.01529896539
kleren,0.01520183496
geoefend,0.0152001353
vullen,0.01518629771
maandag,0.01517715732
bil,0.01515691821
carriã¨re,0.01510874182
rus,0.01508290879
ke,0.01507754941
zichzelf,0.01500908037
rikk,0.01500674523
getrouwd,0.01496844832
uleerd,0.01489163842
hom,0.01484482735
mindere,0.01482575014
perk,0.01479884051
verwachtingen,0.01478164559
acc,0.01476279192
ste,0.01475984365
etwerk,0.01471684314
elings,0.01469755545
koekjes,0.01469132586
uitgesteld,0.01465989836
triest,0.01463043503
nummers,0.01463006194
betrouwbaarheid,0.01462201588
negeren,0.01457641646
kot,0.01455759071
versnelt,0.01454345137
lul,0.01452200254
main,0.01451938041
keel,0.01450493063
schorsing,0.01447153278
elijkheid,0.01447052555
verschillen,0.01445198245
droogt,0.01439872943
iva,0.01427357353
nancy,0.01425181516
gemeenteraad,0.01425039116
reclames,0.01420082711
tte,0.0141404951
schoonmaak,0.01411279757
rapport,0.01410381338
schrappen,0.01408075821
ipt,0.01407224002
auteursrecht,0.01405851264
erende,0.01405498083
upc,0.01402798947
engeland,0.01402769517
fil,0.01402696501
topsport,0.01402574591
openbaar,0.01402030326
gy,0.01400038445
standpunt,0.01399090514
brieven,0.01395557402
ã¨,0.01390877832
lou,0.01390746888
zorgverlener,0.01387816761
tele,0.01386212041
werkvloer,0.01382305566
lof,0.01382046565
annelies,0.01379932463
verblijven,0.01379455533
rug,0.0137382065
blik,0.01373619866
ous,0.01372670982
verklaard,0.01368963812
media,0.01368683238
consumenten,0.01367980428
reda,0.01367107593
opbouwen,0.01366993412
makelaar,0.01365874708
cult,0.01364221983
wilders,0.01361677516
rekeningen,0.01361455116
objectief,0.01361408085
last,0.0136045097
ns,0.013593522
paste,0.01347791217
puteerde,0.01347620785
firma,0.01345177181
ooms,0.0134106949
industrie,0.01340401405
wijzigen,0.01340050995
allig,0.01339332853
vrijgezellen,0.01337088458
gefrust,0.01336314157
anc,0.01332685699
ichting,0.01332263742
paus,0.01330437139
vamp,0.01329944748
sprof,0.01325635239
kiezers,0.01324842684
overweegt,0.01323508471
anoniem,0.01323276944
bent,0.01321564133
nakijken,0.01320914598
been,0.01315432314
erden,0.01307954744
invoeren,0.01307489257
uitpakken,0.01304828655
blokkeren,0.01300727669
riv,0.01298699714
debat,0.01296381049
zelfstandigen,0.01292160247
ero,0.01291043125
vuur,0.01286123879
rijzen,0.01282989909
leden,0.01278436906
overal,0.01278240742
concerten,0.01275859959
ath,0.01271077595
zomervakantie,0.01270933542
kraken,0.0126792537
mate,0.01266129687
ontsp,0.01263463125
antwerpse,0.01263242587
kraa,0.012596366
verfilm,0.01258021034
individuele,0.01256152894
levens,0.01253893279
doods,0.01248780219
eindeloos,0.01248120796
lokken,0.01248081215
mmm,0.01242203894
beleef,0.01240819599
trad,0.01238340512
pittig,0.01236429904
schrijving,0.01234653965
vals,0.01233678125
smartphone,0.01232600678
geã¯nformeerd,0.01232398022
appe,0.01229475439
komst,0.01228389516
inhoudelijke,0.01227940246
burgh,0.01224947721
enthousiasme,0.01220580935
uiten,0.01219588518
verwarming,0.0121725183
noemt,0.01216192186
auto,0.01215426745
getuigenissen,0.01214015018
strook,0.01210565632
huil,0.01210403536
buil,0.01209968328
raf,0.01203645486
icks,0.01201515024
voorkomen,0.0120121644
igste,0.01200314239
handel,0.01200282201
congres,0.01199231188
surf,0.01198841911
behoren,0.01198369655
math,0.01197412331
verpleeghuis,0.0119680427
mag,0.01196623229
beantwoorden,0.01194193927
overnemen,0.01191744581
voorstelling,0.01190116629
igt,0.01189729013
vuurwapen,0.01189459022
vogel,0.01188933601
haat,0.01188631449
verlaat,0.0118762143
ervan,0.01187238982
kristal,0.01183470432
scher,0.01181052047
lijf,0.01179920766
koelen,0.01178125944
fits,0.0117762927
igs,0.0117388647
concreet,0.01171929017
reiniger,0.0116879968
um,0.01168437254
spreek,0.01164854504
omega,0.01161468774
wee,0.0115943484
oeden,0.01158540153
bijenkorf,0.01158510614
-).,0.01156573649
cartoon,0.01155385251
amstel,0.01154829562
tentamen,0.01154532902
bei,0.01149496232
centrales,0.01147677284
aters,0.01146491431
ong,0.01146086853
scheeps,0.01143912598
bestuurs,0.01143753529
type,0.01143389123
container,0.01142806746
kiezen,0.01142124576
kust,0.01139508258
lange,0.01136157331
inrichtingen,0.01136107836
universiteit,0.0112972185
strand,0.01128692219
moeders,0.01128234994
massa,0.01121240342
uldiging,0.01120781433
aantreffen,0.01119494438
opleidingen,0.01117015537
rondje,0.01114165224
rop,0.01113125123
bossen,0.0111094095
agi,0.01110443007
sluiten,0.0111024484
vannacht,0.01106748777
inge,0.01106077498
tp,0.01104942217
accessoire,0.01104886923
druk,0.01103517473
bondscoach,0.01102929283
doet,0.01100464908
loting,0.01099119056
lepel,0.01098848972
prioriteiten,0.01097373944
moslims,0.01094620116
sm,0.01094117654
door,0.0109307525
pip,0.01091754623
single,0.01091121696
justitie,0.01090600085
kliniek,0.01090219803
me,0.01088651702
logistiek,0.01084534451
sky,0.01082476974
grip,0.01077502035
draagt,0.01077435911
therapie,0.01075971499
vreemde,0.01073268056
koek,0.01072648016
toeristen,0.01071025338
verhaal,0.01070179201
arbeidsomstandigheden,0.01067892648
failliet,0.01066222906
kolen,0.01065990236
boord,0.01063196314
rits,0.01062397519
woont,0.01062024478
invester,0.01060429867
frans,0.0105933039
uitslag,0.01058194507
ches,0.0105696929
1999,0.01054389682
limburgse,0.01053052116
bonus,0.01052220643
gestoken,0.01048177574
samsung,0.01046465733
zeren,0.01043356862
roze,0.01042071916
inzicht,0.01041584089
nijmegen,0.01040338725
endam,0.01040122658
gebroken,0.01039080787
andering,0.01037258003
zit,0.01035013634
icil,0.01034303103
verliefd,0.01032277942
dieren,0.0102964119
coalitie,0.01029446442
voorgenomen,0.01028582174
is,0.01025224005
uitvoeren,0.01021488756
examens,0.01019557536
herstel,0.01019363618
vastgoed,0.01017487422
puist,0.0101718193
verbeteren,0.01016853936
lengte,0.01016145013
advertentie,0.01012794604
veg,0.01012279745
raine,0.01010635123
ped,0.01009486387
opstaan,0.01008904401
ekst,0.01004427255
emoties,0.009997360408
aanvraag,0.00996234495
steek,0.00995066436
oden,0.00988092972
textiel,0.009836692363
hagel,0.009835663858
beg,0.009834741604
ilde,0.00981425494
chip,0.009808287956
maag,0.009794976562
itty,0.009793946519
peil,0.009793500183
boos,0.009792121127
isd,0.009784663096
science,0.009780103341
galerie,0.009757574648
kt,0.009755901434
ompen,0.009750762954
enis,0.009664861485
verwijten,0.009648661129
vangst,0.009645050392
dage,0.00962171331
mensen,0.009607625897
italiaanse,0.009585304496
roer,0.009566294029
oetsen,0.009564415552
far,0.009545539506
affaire,0.009530757554
zaten,0.009521114485
schuiven,0.009515646845
vergelijk,0.00948930718
imum,0.009469423443
overval,0.009457762353
doorgegeven,0.009449562058
waarschijnlijk,0.009436034464
aterdag,0.009424564584
dochters,0.009419401176
holl,0.009389353916
toetsen,0.009379923033
vertrek,0.009377598763
straalt,0.009373508394
verdachte,0.009370159358
standaarden,0.009366855025
verslaafd,0.009357065428
lage,0.009331947193
gelaten,0.009316554526
ogingen,0.009287576657
zorgverleners,0.00928225182
term,0.009262556676
vee,0.009247297305
arken,0.009198763408
onszelf,0.009194644168
bonussen,0.009182361886
pn,0.009179280741
afleiding,0.009174752049
3000,0.009149021469
ims,0.00913980417
journaal,0.0091242844
ontbijten,0.009118169546
performance,0.00911548268
eft,0.009114954621
arius,0.009094528854
stief,0.009051103145
voldoende,0.009035586147
hypotheek,0.008988876827
stellingen,0.008975260891
imer,0.008966464549
nm,0.008962133899
akt,0.008951101452
alt,0.008933425506
cycl,0.008906355128
producenten,0.00886317715
dam,0.008861132631
golf,0.008841077797
afgeleverd,0.008838715148
bewegende,0.008824777789
daarvan,0.008822535165
indelen,0.008817276917
koe,0.00880701188
vertragingen,0.00880494318
lander,0.008790419437
behoud,0.008766388521
ellen,0.008764530687
eisen,0.008724494837
dingen,0.008716786435
degra,0.008711340837
verkiezingen,0.008709036232
belgische,0.008697359357
pand,0.008696612902
tru,0.008692290634
living,0.008676100522
indrukwekkende,0.008661393076
lucht,0.00866138342
fouten,0.008658661507
hulp,0.008641300257
ty,0.008625513408
grootste,0.008563705464
onzekerheid,0.00854077324
torens,0.008536705747
oeder,0.008529262384
verzuim,0.008528460748
pels,0.008520902134
anden,0.008494127658
knie,0.008470973
ãń,0.008460406214
nummer,0.008451053429
gelachen,0.008393634111
kleedkamer,0.008389149909
aanb,0.008388805203
zonnebloem,0.008384404704
kraam,0.008381238207
soldaten,0.00835647434
\,0.00835049719
actieve,0.00834991131
woordig,0.008330191486
dien,0.008313993458
lozen,0.008307575976
immy,0.008301080088
repareren,0.00829844363
puin,0.00828080407
initiatieven,0.00825514365
wethouder,0.00821725186
plak,0.008210277806
collectieve,0.008209064603
distribut,0.008207142353
aansch,0.008203208447
appel,0.008195442148
bare,0.008143608458
oeit,0.008124927524
utphen,0.008115828037
bewaakt,0.008109196089
depressieve,0.008108155802
geleid,0.008104741573
ember,0.008098145016
aansluiten,0.008084098808
ww,0.008082285368
segment,0.008074874058
verhuist,0.00806053821
onderhoud,0.008056289284
baten,0.008046678267
doek,0.008045458561
schip,0.008032833886
fiscaal,0.008017092012
stellen,0.008016503571
keert,0.00799940154
portefeuille,0.007986478508
bekken,0.007946190424
buurman,0.007929100888
regent,0.007912246045
wesley,0.007874412462
juristen,0.007871964946
ror,0.007770565106
klem,0.007753626443
televisie,0.007752810605
verandert,0.007747371797
pieter,0.007733564219
gemeentelijke,0.007705199532
ch,0.007695259753
lever,0.00769191701
dhr,0.007689553779
enquãª,0.007686743047
passeren,0.007676757406
erds,0.007629158907
ielen,0.007588453591
ruct,0.007585818879
competitie,0.007520697947
atrice,0.007516433485
stenen,0.007510816213
overwegen,0.007502511609
verlichte,0.007501344662
dwang,0.007475316059
ongeacht,0.007442889269
afhankelijk,0.007435687818
$,0.007427775619
boten,0.007414511405
gastvrouw,0.007375616115
herkenning,0.007374454755
euro,0.007372393795
snel,0.007369131919
kaarten,0.007355211396
daag,0.007352299523
overstappen,0.007302338723
jozef,0.00725418143
duel,0.007231716067
rond,0.007219168501
zang,0.007209070027
kortere,0.0071892743
complex,0.007183804254
ent,0.007173371964
regenbui,0.007168781944
branden,0.007146100048
penis,0.007138702553
beheerder,0.007130385377
sters,0.007126267068
snellere,0.007115703076
lunchen,0.007115189452
aange,0.007112317719
zure,0.007106322329
elet,0.007103270676
alend,0.00710246386
opgegeven,0.007096508518
knvb,0.007090985775
verbroken,0.007090770174
afstuderen,0.007055846043
duizel,0.007019080687
rabo,0.007004233543
med,0.007003497332
verhogen,0.007003093706
bestellingen,0.006990254857
jobs,0.006987514285
vergoeding,0.006981302984
bussen,0.006973513984
rekken,0.006965716835
belgie,0.006957890932
)-,0.006932789925
essor,0.006919998676
kachel,0.006917149178
het,0.006903705147
plegen,0.006898959905
conom,0.006881303154
iety,0.006859214976
volt,0.006854561158
elektriciteit,0.006827352569
vliegtuigen,0.006810504012
stelsel,0.006808921695
zoiets,0.006789897724
aman,0.006785246078
heilig,0.006777671166
wouter,0.006768573076
akk,0.006738122116
exp,0.00672569545
lazen,0.006722224876
gemeente,0.006712080915
ventil,0.006712067872
dst,0.006694766576
ald,0.006677826634
natte,0.006653332617
corn,0.006651517625
arkt,0.006646974012
hop,0.006642433434
uige,0.006630906835
kersen,0.006621881854
ã²,0.00661660172
hoofd,0.006611226962
uc,0.006595666012
haw,0.006595076527
hul,0.006579845756
dankbaar,0.006527192891
belastingen,0.006519587478
modern,0.006494883914
aandachts,0.006483103149
frankrijk,0.00646521324
treinen,0.006456442934
klinkende,0.006456080824
huur,0.006451044418
foon,0.00644395221
gemanip,0.006440516096
modernis,0.006436670665
ppe,0.00641351426
gemeentelijk,0.006410597358
date,0.006398795842
hosting,0.006398264784
romp,0.006385396933
bere,0.006373709533
trampoline,0.006360085681
geschatte,0.006338999607
aanpassen,0.006336820079
raden,0.006336146034
statement,0.006335314829
ertijd,0.006326116156
okker,0.006323602516
velt,0.006322321016
varen,0.006319638342
gard,0.006308434531
druppels,0.0063021034
tm,0.006289724649
umen,0.00628560083
sparen,0.006263304036
kuip,0.006263139658
blok,0.006260149734
om,0.006256681842
vuilnis,0.006243680138
miljoen,0.006162111747
fin,0.0061555193
veer,0.006150885951
belangstelling,0.006144952029
waterschap,0.006129321177
voorgelezen,0.006126067601
imp,0.006099663908
producten,0.006090781186
hulpverlening,0.006051258184
aandelen,0.006038381252
rusland,0.006021281239
levense,0.006017220207
doorbreken,0.006009598728
seizoenen,0.005989977624
chn,0.00597862259
vrijwilligers,0.005965313874
800,0.005951052066
ddr,0.005943544209
konijn,0.005941040814
schu,0.005936916452
honderd,0.005925547797
toernooi,0.005914668553
proefles,0.005911602639
ess,0.005900180451
verbl,0.00589424558
toeslagen,0.005869443528
onth,0.005867286585
beschikking,0.005865648855
kor,0.00585790351
ping,0.005854410585
eil,0.005851177499
zijt,0.005841933656
digd,0.00583467586
tomaat,0.005832048599
schoen,0.005831559499
ompt,0.005810923409
pesten,0.005803183652
sprong,0.005800160114
metro,0.005788828596
¨,0.005772357457
bestaande,0.005756462459
inchecken,0.005728688091
aangaan,0.005715688691
ten,0.005696068068
dex,0.005679565016
wend,0.005670876184
menigte,0.005669462029
vergezeld,0.005656789057
ixt,0.005633665714
billy,0.005625975318
instellen,0.005608456675
affen,0.005568907131
dichten,0.005554396193
gegevens,0.005533452022
bezuin,0.005488635506
vogels,0.005479455926
versch,0.005477668738
ermans,0.005448129028
poging,0.005440511159
stopte,0.005438681226
internationaal,0.005433147307
polit,0.005422682501
koets,0.005404646043
situaties,0.005404610652
rad,0.00540273435
anium,0.005387027748
acks,0.005382817821
uwen,0.005352525506
drie,0.005331362934
ã©s,0.005329193082
wijf,0.005320683587
bevolking,0.005297044176
sel,0.0052649326
ocol,0.005232103635
hoogseizoen,0.005218937527
portemon,0.005197969731
uiven,0.0051848765
feitelijk,0.005175981205
verpakkingen,0.00516323233
riem,0.005153954029
parkeergarage,0.005153948441
kind,0.005146559087
rib,0.00514464515
verklaring,0.005140102934
ona,0.005128900845
orten,0.005117020104
ophef,0.005114343949
oci,0.005106595345
{,0.005102093332
donkerder,0.005099698901
aste,0.005099482369
elefoon,0.005098114198
defect,0.005095958826
ingrijpen,0.005086855032
friesland,0.005069964565
middelbaar,0.005069008097
ime,0.005066134268
drukte,0.005064599216
pec,0.005058106501
sig,0.00505733164
daarboven,0.005051022395
gehandicapten,0.005050844047
koste,0.005022470839
ass,0.005017226412
waterschappen,0.005017192336
jack,0.005016036332
overdragen,0.005011159461
genaamd,0.005009834189
ijne,0.005000422796
ustin,0.004984931089
lijsten,0.004979596008
kookboek,0.004977287725
interesse,0.004967048764
60,0.00496550049
atletiek,0.004961770494
klusje,0.004960728576
aai,0.004959343777
kinderen,0.004956832519
ilever,0.004951765295
auteurs,0.004943409003
hoogte,0.004941513141
renovatie,0.004923688248
scontroles,0.004919557832
sax,0.004899558611
kortingen,0.004895346239
ootjes,0.00488281576
gedrukt,0.004876002204
bat,0.00485949535
aand,0.004858864937
appers,0.004839920904
oed,0.004835290648
tran,0.004815230612
verrijking,0.00480771251
ugustus,0.00479752617
imi,0.004793510307
hotelkamer,0.004787023179
est,0.004783652626
actrice,0.004775753245
geraakt,0.004764531739
cut,0.004761069547
verzet,0.004745555731
uters,0.00474269595
steunen,0.004737742245
intjes,0.004719580058
eule,0.004711542279
fs,0.004710062407
gerelateerde,0.004697088152
achterstand,0.004678751342
zorgverzekeraars,0.004667439032
kal,0.004640338477
pannenkoeken,0.004609538824
unk,0.004607225303
mic,0.004603890469
vn,0.004595277552
fijnste,0.004594477825
uderen,0.004579320084
neerzetten,0.004564742558
waaien,0.004535112064
oslo,0.004517090973
enten,0.004494500812
rec,0.004490000196
langer,0.004478491843
borden,0.004475444788
reg,0.00446788226
rijver,0.004441276193
wetenschappelijk,0.004434007686
begroting,0.00441428305
pon,0.004403536674
lement,0.004402710125
olle,0.004402445527
nacht,0.004397042853
binnenshuis,0.004396216478
staat,0.004395003305
lauwers,0.0043818173
dart,0.004375735763
verbinding,0.004373936177
iphone,0.004335664493
vegen,0.004334332887
ladesh,0.004333619494
voorstellen,0.004324656795
wich,0.004304701462
leerkracht,0.004303071762
wijs,0.004288403317
kwh,0.004287655
ment,0.004282571375
pauze,0.004275686573
mochten,0.004255071748
shof,0.004242764087
toeschouwers,0.004239249509
ici,0.00423380686
woensdagmiddag,0.004233656451
bescherming,0.004226580728
mobiel,0.00421172039
digitale,0.004194228289
monteren,0.004166811239
materieel,0.004163443111
ontsteking,0.004163208418
pearl,0.004150204826
avier,0.004136920208
winning,0.004134892952
bes,0.004132163434
cou,0.004125488587
menging,0.004121281672
onn,0.004103245311
hopeloos,0.004101131577
44,0.004100157093
imb,0.004097513855
eigen,0.004076505584
aanwijzen,0.00407307595
amsung,0.004058843479
iedere,0.004051473716
ington,0.004049194977
keeper,0.004043631535
simons,0.004041259643
iveau,0.004035784863
straten,0.004025714627
indrukken,0.004025209229
eilanden,0.004024280701
beslissen,0.004008899443
toeslag,0.004008016549
bijge,0.003995035775
eiland,0.003976907115
alsnog,0.003975123167
ading,0.003961389884
fruitig,0.003954102751
ingehaald,0.003951956052
pres,0.003938847221
invallen,0.003920070361
irecteur,0.003889547428
sten,0.003873247653
regelgeving,0.003872966394
blanke,0.003872251604
.<,0.003818130121
neven,0.003814144991
frame,0.003808089532
hc,0.003800078072
kenner,0.003776535159
ffer,0.003771433374
pornos,0.003749993397
aqu,0.003746214323
ads,0.003745215513
refer,0.003740996588
professionals,0.003740379121
pos,0.003735690378
offie,0.003728761803
oesje,0.003728081007
osm,0.003707698546
licentie,0.0037036029
norm,0.003684861585
carnavals,0.003684827592
aangekomen,0.003640779527
laura,0.003638138995
ures,0.003635641187
woonde,0.003633019282
shot,0.003626923775
heuse,0.003624178469
din,0.00360609265
dep,0.003588814288
plekken,0.003582297475
prullenbak,0.00357881235
vreest,0.003573532915
ikk,0.003561958942
opgeladen,0.003558036173
ijm,0.003550522437
xy,0.003539591096
nede,0.00351274095
sla,0.003506255802
strijk,0.003495560959
prob,0.003493236145
gerechten,0.003477831138
nul,0.003465596586
schilders,0.003447331411
kussen,0.003430184908
texas,0.003410836915
kl,0.00335871522
ã¡n,0.00334472442
aliseren,0.003320965217
frustraties,0.0033207261
iac,0.003304795697
zier,0.003302772762
verkiezings,0.003293748945
opgenomen,0.003288912296
betrekken,0.003280847799
automaten,0.003274157178
fotos,0.003257135104
cirkel,0.00325520942
betalingen,0.003250999143
rine,0.00323379552
luisterend,0.00321968249
borst,0.003215295263
gebak,0.003211978124
vermogens,0.003207272151
klanten,0.003199160044
berl,0.003196742851
xxx,0.00319492456
hartstikke,0.003191430122
2011,0.003181912005
ã§a,0.003177403007
gemeld,0.003155620225
voornemen,0.003155461513
spotify,0.003154680133
bewerken,0.003131218487
nagel,0.003119900357
calamiteiten,0.003118914319
schot,0.003113924991
